42069;2016;6;5;7370;ADMINISTRACAO DIRETA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1305000.00
42069;2016;6;5;7397;ADMINISTRACAO DIRETA;ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS;30.00
42938;2016;12;5;7383;FUNDOS;FUNDO ESTADUAL DE ASSISTENCIA SOCIAL;10.04
41597;2016;2;5;7600;AUTARQUIAS E FUNDACOES;IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS;29489.44
42477;2016;8;5;7416;FUNDOS;FUNDO DE ASSISTENCIA AO PECULIO DOS SERVIDORES PUBLICOS DO ESTADO DE MINAS GERAIS;1795204.82
42908;2016;11;5;7415;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;1163577.44
42008;2016;4;5;7367;FUNDOS;FUNDO ESTADUAL DE SAUDE;988187.11
42008;2016;4;5;7343;ADMINISTRACAO DIRETA;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;133029.86
42938;2016;12;5;7411;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA;26960.94
41626;2016;3;5;7397;ADMINISTRACAO DIRETA;ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS;73430.38
42538;2016;10;5;7597;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS;160701.92
42908;2016;11;5;7411;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA;4129896.27
42908;2016;11;5;7417;AUTARQUIAS E FUNDACOES;LOTERIA DO ESTADO DE MINAS GERAIS;1022676.00
41626;2016;3;5;7437;AUTARQUIAS E FUNDACOES;FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS;58761.78
42538;2016;10;5;7367;FUNDOS;FUNDO ESTADUAL DE SAUDE;5598.95
42008;2016;4;5;7345;ADMINISTRACAO DIRETA;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;6076.42
41597;2016;2;5;7423;AUTARQUIAS E FUNDACOES;FUNDACAO RURAL MINEIRA;2136.17
42908;2016;11;5;7369;FUNDOS;FUNDO DE RECUPERACAO, PROTECAO E DESENVOLVIMENTO SUSTENTAVEL DAS BACIAS HIDROGRAFICAS DO ESTADO DE M;49500.00
42938;2016;12;5;7372;ADMINISTRACAO DIRETA;DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS;2984.68
42099;2016;7;5;7362;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE EDUCACAO;63818.12
42538;2016;10;5;7387;ADMINISTRACAO DIRETA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;9875399.56
42508;2016;9;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;7656422.54
42908;2016;11;5;7407;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE ESPORTES;84831.85
42938;2016;12;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
42938;2016;12;5;7415;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;19766030.12
41566;2016;1;5;7435;AUTARQUIAS E FUNDACOES;FUNDACAO EZEQUIEL DIAS;27491.67
42008;2016;4;5;7380;FUNDOS;FUNDO DE DESENVOLVIMENTO METROPOLITANO;11581.55
42008;2016;4;5;7600;AUTARQUIAS E FUNDACOES;IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS;45000.00
42908;2016;11;5;7362;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE EDUCACAO;11801.09
42477;2016;8;5;7605;AUTARQUIAS E FUNDACOES;FUNDACAO CENTRO INTERNACIONAL DE EDUCACAO, CAPACITACAO E PESQUISA APLICADA EM AGUAS;116533.20
42508;2016;9;5;7604;AUTARQUIAS E FUNDACOES;AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MINA;2657789.67
41626;2016;3;5;7380;FUNDOS;FUNDO DE DESENVOLVIMENTO METROPOLITANO;29098.24
41626;2016;3;5;7411;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA;4827553.80
42538;2016;10;5;7423;AUTARQUIAS E FUNDACOES;FUNDACAO RURAL MINEIRA;136.00
42008;2016;4;5;7441;AUTARQUIAS E FUNDACOES;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;30767.39
42938;2016;12;5;7607;EMPRESAS DEPENDENTES;EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS;1933307.51
42908;2016;11;5;7441;AUTARQUIAS E FUNDACOES;FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;3213.57
42908;2016;11;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;42597752.58
42008;2016;4;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
42477;2016;8;5;7367;FUNDOS;FUNDO ESTADUAL DE SAUDE;294413.15
41597;2016;2;5;7350;ADMINISTRACAO DIRETA;PROCURADORIA GERAL DE JUSTICA;1633.56
42538;2016;10;5;7438;AUTARQUIAS E FUNDACOES;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO;205.81
41566;2016;1;5;7417;AUTARQUIAS E FUNDACOES;LOTERIA DO ESTADO DE MINAS GERAIS;220.52
41566;2016;1;5;7422;AUTARQUIAS E FUNDACOES;INSTITUTO ESTADUAL DE FLORESTAS;8855.00
41566;2016;1;5;7424;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;19557102.64
41566;2016;1;5;7438;AUTARQUIAS E FUNDACOES;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO;4537.72
41566;2016;1;5;7595;AUTARQUIAS E FUNDACOES;INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS;4190872.91
41566;2016;1;5;7600;AUTARQUIAS E FUNDACOES;IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS;1782045.44
41566;2016;1;5;7608;EMPRESAS DEPENDENTES;EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS;10870.00
42069;2016;6;5;7361;ADMINISTRACAO DIRETA;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;4500.00
41597;2016;2;5;7435;AUTARQUIAS E FUNDACOES;FUNDACAO EZEQUIEL DIAS;1598.50
42069;2016;6;5;7367;FUNDOS;FUNDO ESTADUAL DE SAUDE;3871822.13
42508;2016;9;5;7350;ADMINISTRACAO DIRETA;PROCURADORIA GERAL DE JUSTICA;873338.42
42938;2016;12;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
41566;2016;1;5;7418;AUTARQUIAS E FUNDACOES;FUNDACAO JOAO PINHEIRO;288.16
41566;2016;1;5;7440;AUTARQUIAS E FUNDACOES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;1101636.61
41626;2016;3;5;7439;FUNDOS;FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES;14062.49
41626;2016;3;5;7362;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE EDUCACAO;1049569.40
42099;2016;7;5;7418;AUTARQUIAS E FUNDACOES;FUNDACAO JOAO PINHEIRO;944.36
42508;2016;9;5;7433;AUTARQUIAS E FUNDACOES;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;522915.63
42008;2016;4;5;7610;FUNDOS;FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS;1971325.61
42099;2016;7;5;7415;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;-2915441.89
42908;2016;11;5;7387;ADMINISTRACAO DIRETA;POLICIA CIVIL DO ESTADO DE MINAS GERAIS;17237.83
41626;2016;3;5;7600;AUTARQUIAS E FUNDACOES;IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS;7376650.04
41597;2016;2;5;7422;AUTARQUIAS E FUNDACOES;INSTITUTO ESTADUAL DE FLORESTAS;297404.00
42477;2016;8;5;7344;ADMINISTRACAO DIRETA;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;2134.20
42938;2016;12;5;7367;FUNDOS;FUNDO ESTADUAL DE SAUDE;870.00
42538;2016;10;5;7600;AUTARQUIAS E FUNDACOES;IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS;804.81
41626;2016;3;5;7424;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;216010.84
42908;2016;11;5;7437;AUTARQUIAS E FUNDACOES;FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS;73671.17
42908;2016;11;5;7610;FUNDOS;FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS;3388019.51
41626;2016;3;5;7416;FUNDOS;FUNDO DE ASSISTENCIA AO PECULIO DOS SERVIDORES PUBLICOS DO ESTADO DE MINAS GERAIS;1633371.13
42069;2016;6;5;7596;AUTARQUIAS E FUNDACOES;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;136.08
42038;2016;5;5;7422;AUTARQUIAS E FUNDACOES;INSTITUTO ESTADUAL DE FLORESTAS;323168.10
42069;2016;6;5;7370;ADMINISTRACAO DIRETA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;2176.79
42069;2016;6;5;7373;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE ADMINISTRACAO PRISIONAL;5797.38
42508;2016;9;5;7597;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS;415768.55
42508;2016;9;5;7424;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;48730.34
42508;2016;9;5;7440;AUTARQUIAS E FUNDACOES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;-619331.01
42099;2016;7;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
42099;2016;7;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
41626;2016;3;5;7601;AUTARQUIAS E FUNDACOES;INSTITUTO DE GEOINFORMACAO  E TECNOLOGIA;8000.00
42038;2016;5;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;29136.96
42099;2016;7;5;7344;ADMINISTRACAO DIRETA;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;1742.83
41626;2016;3;5;7370;ADMINISTRACAO DIRETA;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;1813.92
42508;2016;9;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;271.88
42099;2016;7;5;7438;AUTARQUIAS E FUNDACOES;DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO;24.31
42099;2016;7;5;7411;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA;120291.54
42099;2016;7;5;7437;AUTARQUIAS E FUNDACOES;FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS;0.00
42508;2016;9;5;7411;FUNDOS;FUNDO FINANCEIRO DE PREVIDENCIA;366997.75
42008;2016;4;5;7608;EMPRESAS DEPENDENTES;EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS;45980.13
42038;2016;5;5;7598;AUTARQUIAS E FUNDACOES;INSTITUTO MINEIRO DE AGROPECUARIA;27206.79
42477;2016;8;5;7607;EMPRESAS DEPENDENTES;EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS;5187036.17
42099;2016;7;5;7595;AUTARQUIAS E FUNDACOES;INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS;11096.27
41626;2016;3;5;7367;FUNDOS;FUNDO ESTADUAL DE SAUDE;4487521.19
42099;2016;7;5;7434;AUTARQUIAS E FUNDACOES;JUNTA COMERCIAL DO ESTADO DE MINAS GERAIS;5136434.28
42099;2016;7;5;7362;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE EDUCACAO;21027223.73
41597;2016;2;5;7598;AUTARQUIAS E FUNDACOES;INSTITUTO MINEIRO DE AGROPECUARIA;13370.76
41566;2016;1;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
41566;2016;1;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
42538;2016;10;5;7362;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE EDUCACAO;28338821.90
42538;2016;10;5;7373;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE ADMINISTRACAO PRISIONAL;240360.29
42538;2016;10;5;7409;ADMINISTRACAO DIRETA;EGE SEC.FAZENDA-ENCARGOS DIVERSOS;0.00
42069;2016;6;5;7344;ADMINISTRACAO DIRETA;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;7106.80
42069;2016;6;5;7373;ADMINISTRACAO DIRETA;SECRETARIA DE ESTADO DE ADMINISTRACAO PRISIONAL;1000000.00
42008;2016;4;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;139.46
41566;2016;1;5;7440;AUTARQUIAS E FUNDACOES;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;1698.18
42038;2016;5;5;7608;EMPRESAS DEPENDENTES;EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS;120.00
42069;2016;6;5;7424;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;10565.72
41566;2016;1;5;7597;AUTARQUIAS E FUNDACOES;INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS;0.00
41566;2016;1;5;7346;FUNDOS;FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS;220986.21
42508;2016;9;5;7421;AUTARQUIAS E FUNDACOES;FUNDACAO ESTADUAL DO MEIO AMBIENTE;1082098.24
42038;2016;5;5;7433;AUTARQUIAS E FUNDACOES;INSTITUTO MINEIRO DE GESTAO DAS AGUAS;9023.29
