idTempo,Ano,Mes,Dia,idPoder,NomePoder,idUniOrc,GrpAdminUniOrc,NomeUniOrc,VlrDspSrvAtivo,VlrDspSrvInativo,VlrDspPensionista,VlrDspContratado,
41597,2016,2,5,3,EXECUTIVO,7376,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENV,735480.73,0.00,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7372,ADMINISTRACAO DIRETA,DEFENSORIA PUBLICA DO ESTADO D,18774918.65,7040547.83,0.00,0.00,
41597,2016,2,5,3,EXECUTIVO,7409,ADMINISTRACAO DIRETA,EGE SEC.FAZENDA-ENCARGOS DIVER,0.00,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7434,AUTARQUIAS E FUNDACOES,JUNTA COMERCIAL DO ESTADO DE M,1004150.44,0.00,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7419,AUTARQUIAS E FUNDACOES,FUNDACAO DE AMPARO A PESQUISA ,480848.61,0.00,0.00,0.00,
42069,2016,6,5,3,EXECUTIVO,7411,FUNDOS,FUNDO FINANCEIRO DE PREVIDENCI,5916.31,701874527.09,132872722.38,0.00,
42477,2016,8,5,2,JUDICIÁRIO,7346,FUNDOS,FUNDO ESPECIAL DO PODER JUDICI,0.00,0.00,0.00,0.00,
42508,2016,9,5,4,MINISTÉRIO PÚBLICO,7351,FUNDOS,FUNDO ESPECIAL DO MINISTERIO P,0.00,0.00,0.00,0.00,
42508,2016,9,5,3,EXECUTIVO,7416,FUNDOS,FUNDO DE ASSISTENCIA AO PECULI,0.00,0.00,0.00,0.00,
42938,2016,12,5,3,EXECUTIVO,7407,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE ESPORT,390965.98,0.00,0.00,0.00,
42099,2016,7,5,1,LEGISLATIVO,7597,AUTARQUIAS E FUNDACOES,INSTITUTO DE PREVIDENCIA DO LE,0.00,0.00,0.00,0.00,
41566,2016,1,5,3,EXECUTIVO,7437,AUTARQUIAS E FUNDACOES,FUNDACAO DE EDUCACAO PARA O TR,546966.03,0.00,0.00,1795.13,
41597,2016,2,5,3,EXECUTIVO,7376,ADMINISTRACAO DIRETA,SECRETARIA DE ESTADO DE DESENV,742099.48,0.00,0.00,0.00,
41597,2016,2,5,1,LEGISLATIVO,7610,FUNDOS,FUNDO DE APOIO HABITACIONAL DA,0.00,0.00,0.00,0.00,
41626,2016,3,5,3,EXECUTIVO,7370,ADMINISTRACAO DIRETA,CORPO DE BOMBEIROS MILITAR DO ,54157489.36,22557299.26,0.00,0.00,
42008,2016,4,5,3,EXECUTIVO,7372,ADMINISTRACAO DIRETA,DEFENSORIA PUBLICA DO ESTADO D,18657328.23,7001938.18,0.00,0.00,
