idTempo	Ano	Mes	Dia	idPoder	NomePoder	idUniOrc	GrpAdminUniOrc	NomeUniOrc	VlrDspSrvAtivo	VlrDspSrvInativo	VlrDspPensionista	VlrDspContratado	VlrTotalGasto	VlrArrecadado
42477	2016	8	5	3	EXECUTIVO	7423	AUTARQUIAS E FUNDACOES	FUNDACAO RURAL MINEIRA	411720.25	0.00	1297.81	0.00	413018.06	65997.37
42477	2016	8	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	17015545.24	0.00	219478.89	0.00	17235024.13	510.72
42038	2016	5	5	3	EXECUTIVO	7598	AUTARQUIAS E FUNDACOES	INSTITUTO MINEIRO DE AGROPECUARIA	10873395.51	0.00	0.00	1276.40	10874671.91	504961.38
42099	2016	7	5	3	EXECUTIVO	7422	AUTARQUIAS E FUNDACOES	INSTITUTO ESTADUAL DE FLORESTAS	4650516.66	0.00	0.00	0.00	4650516.66	0.00
42069	2016	6	5	1	LEGISLATIVO	7597	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	271616.00
42038	2016	5	5	3	EXECUTIVO	7418	AUTARQUIAS E FUNDACOES	FUNDACAO JOAO PINHEIRO	2162691.69	0.00	0.00	2017.08	2164708.77	22654.72
42038	2016	5	5	3	EXECUTIVO	7440	AUTARQUIAS E FUNDACOES	UNIVERSIDADE ESTADUAL DE MONTES CLAROS	13113337.50	0.00	0.00	716456.91	13829794.41	636.03
42038	2016	5	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	38717393.54	0.00	8800.00	4897.57	38731091.11	2026849.73
41566	2016	1	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	1202060.57
41566	2016	1	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	17444374.97	0.00	7920.00	2687.66	17454982.63	13321.48
41566	2016	1	5	3	EXECUTIVO	7436	AUTARQUIAS E FUNDACOES	FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS	58380380.02	0.00	43365.06	8923011.54	67346756.62	0.00
41566	2016	1	5	3	EXECUTIVO	7600	AUTARQUIAS E FUNDACOES	IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS	952698.64	0.00	0.00	0.00	952698.64	138613.07
42477	2016	8	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	5931.31	728540676.69	131786898.88	0.00	860333506.88	4873166.00
41626	2016	3	5	3	EXECUTIVO	7365	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO  DE TRANSPORTES  E OBRAS PUBLICAS	787208.86	0.00	0.00	0.00	787208.86	0.00
41597	2016	2	5	3	EXECUTIVO	7423	AUTARQUIAS E FUNDACOES	FUNDACAO RURAL MINEIRA	462814.53	0.00	1297.81	0.00	464112.34	56057.83
41597	2016	2	5	3	EXECUTIVO	7423	AUTARQUIAS E FUNDACOES	FUNDACAO RURAL MINEIRA	433306.29	0.00	1297.81	0.00	434604.10	56057.83
42099	2016	7	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	5991.31	714479357.91	129883958.14	0.00	844369307.36	898365.27
42938	2016	12	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	0.15
42008	2016	4	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42477	2016	8	5	1	LEGISLATIVO	7610	FUNDOS	FUNDO DE APOIO HABITACIONAL DA ASSEMBLEIA LEGISLATIVA DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	138418.40
42008	2016	4	5	1	LEGISLATIVO	7597	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	6778.58
42508	2016	9	5	3	EXECUTIVO	7369	FUNDOS	FUNDO DE RECUPERACAO, PROTECAO E DESENVOLVIMENTO SUSTENTAVEL DAS BACIAS HIDROGRAFICAS DO ESTADO DE M	0.00	0.00	0.00	0.00	0.00	49500.00
41566	2016	1	5	3	EXECUTIVO	7362	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE EDUCACAO	471910037.22	0.00	0.00	136818.76	472046855.98	196272228.50
42069	2016	6	5	3	EXECUTIVO	7422	AUTARQUIAS E FUNDACOES	INSTITUTO ESTADUAL DE FLORESTAS	4845145.47	0.00	0.00	0.00	4845145.47	228437.62
42069	2016	6	5	4	MINISTÉRIO PÚBLICO	7350	ADMINISTRACAO DIRETA	PROCURADORIA GERAL DE JUSTICA	118878376.43	28411910.54	7017614.95	0.00	154307901.92	7243.26
42069	2016	6	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42038	2016	5	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
41626	2016	3	5	1	LEGISLATIVO	7344	ADMINISTRACAO DIRETA	TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS	32211170.18	11446513.55	118227.02	0.00	43775910.75	1805.20
42508	2016	9	5	2	JUDICIÁRIO	7347	ADMINISTRACAO DIRETA	TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS	1920869.50	766546.94	127522.79	0.00	2814939.23	53885.36
42038	2016	5	5	3	EXECUTIVO	7421	AUTARQUIAS E FUNDACOES	FUNDACAO ESTADUAL DO MEIO AMBIENTE	1255904.84	0.00	0.00	0.00	1255904.84	5450.07
42508	2016	9	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	5901.31	734889736.07	131187492.63	0.00	866083130.01	7132098.31
42538	2016	10	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	31405048.64	0.00	14520.00	0.00	31419568.64	16707237.17
42008	2016	4	5	3	EXECUTIVO	7424	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS	680035.50	0.00	102225350.56	0.00	102905386.06	7148714.86
41626	2016	3	5	3	EXECUTIVO	7433	AUTARQUIAS E FUNDACOES	INSTITUTO MINEIRO DE GESTAO DAS AGUAS	819542.04	0.00	0.00	0.00	819542.04	18900.00
42038	2016	5	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	7835849.63	0.00	216058.88	0.00	8051908.51	477427.71
42477	2016	8	5	3	EXECUTIVO	7439	FUNDOS	FUNDO ESTADUAL DE DESENVOLVIMENTO DE TRANSPORTES	0.00	0.00	0.00	0.00	0.00	25860.67
41566	2016	1	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
41597	2016	2	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
41597	2016	2	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
41597	2016	2	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
41597	2016	2	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42938	2016	12	5	3	EXECUTIVO	7361	ADMINISTRACAO DIRETA	POLICIA MILITAR DO ESTADO DE MINAS GERAIS	747169466.76	821250995.40	0.00	0.00	1568420462.16	25163.15
42938	2016	12	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42099	2016	7	5	3	EXECUTIVO	7441	AUTARQUIAS E FUNDACOES	FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS	8076472.39	0.00	293.33	606173.38	8682939.10	32352.11
42099	2016	7	5	3	EXECUTIVO	7436	AUTARQUIAS E FUNDACOES	FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS	56115883.04	0.00	84569.63	9216530.63	65416983.30	54847.44
42508	2016	9	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	7294295.15
41626	2016	3	5	3	EXECUTIVO	7362	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE EDUCACAO	542035078.72	0.00	0.00	210824.73	542245903.45	-73.04
42477	2016	8	5	3	EXECUTIVO	7424	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS	659210.51	0.00	103471375.26	0.00	104130585.77	6366.64
42538	2016	10	5	3	EXECUTIVO	7381	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE TRABALHO E DESENVOLVIMENTO SOCIAL	4311057.21	0.00	0.00	0.00	4311057.21	122597.41
42038	2016	5	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42008	2016	4	5	3	EXECUTIVO	7424	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS	680035.50	0.00	102225350.56	0.00	102905386.06	11271.41
42099	2016	7	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
41626	2016	3	5	3	EXECUTIVO	7606	AUTARQUIAS E FUNDACOES	AGENCIA DE DESENVOLVIMENTO DA REGIAO METROPOLITANA DO VALE DO ACO	159165.60	0.00	0.00	0.00	159165.60	23861.64
42038	2016	5	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	6096.31	688193263.98	132936604.05	0.00	821135964.34	94.43
42099	2016	7	5	3	EXECUTIVO	7436	AUTARQUIAS E FUNDACOES	FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS	56115883.04	0.00	84569.63	9216530.63	65416983.30	90840394.64
42099	2016	7	5	3	EXECUTIVO	7367	FUNDOS	FUNDO ESTADUAL DE SAUDE	28469504.58	0.00	0.00	17738.03	28487242.61	24463421.94
42508	2016	9	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42069	2016	6	5	3	EXECUTIVO	7437	AUTARQUIAS E FUNDACOES	FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS	530021.83	0.00	0.00	0.00	530021.83	858.23
42069	2016	6	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	7510.64
42008	2016	4	5	3	EXECUTIVO	7424	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS	680035.50	0.00	102225350.56	0.00	102905386.06	19326375.16
42477	2016	8	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	9232.87
42477	2016	8	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	20158.41
42008	2016	4	5	3	EXECUTIVO	7596	AUTARQUIAS E FUNDACOES	UNIVERSIDADE DO ESTADO DE MINAS GERAIS	8785339.73	0.00	0.00	1178182.34	9963522.07	0.00
42008	2016	4	5	3	EXECUTIVO	7437	AUTARQUIAS E FUNDACOES	FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS	577002.58	0.00	0.00	0.00	577002.58	477.38
42538	2016	10	5	1	LEGISLATIVO	7344	ADMINISTRACAO DIRETA	TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS	33114853.31	12768048.81	118227.02	0.00	46001129.14	7622.60
42069	2016	6	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	18250311.55	0.00	8800.00	-2368.72	18256742.83	2428388.92
42477	2016	8	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	5931.31	728540676.69	131786898.88	0.00	860333506.88	4481612.03
41566	2016	1	5	3	EXECUTIVO	7600	AUTARQUIAS E FUNDACOES	IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS	952698.64	0.00	0.00	0.00	952698.64	16294.30
42008	2016	4	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	6081.31	715217499.57	132832446.46	0.00	848056027.34	4872279.80
42938	2016	12	5	3	EXECUTIVO	7599	AUTARQUIAS E FUNDACOES	DEPARTAMENTO ESTADUAL DE TELECOMUNICACOES DE MINAS GERAIS	39464.80	0.00	0.00	0.00	39464.80	400.83
42938	2016	12	5	3	EXECUTIVO	7424	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS	665138.43	0.00	103673468.88	0.00	104338607.31	8554.49
41626	2016	3	5	3	EXECUTIVO	7348	ADMINISTRACAO DIRETA	GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS	537983.34	0.00	0.00	0.00	537983.34	-3202.50
41626	2016	3	5	3	EXECUTIVO	7431	AUTARQUIAS E FUNDACOES	INSTITUTO ESTADUAL DO PATRIMONIO HISTORICO E ARTISTICO DE MINAS GERAIS	644801.38	0.00	0.00	0.00	644801.38	1016.62
42008	2016	4	5	3	EXECUTIVO	7600	AUTARQUIAS E FUNDACOES	IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS	848924.01	0.00	0.00	252362.00	1101286.01	49625.82
42069	2016	6	5	3	EXECUTIVO	7370	ADMINISTRACAO DIRETA	CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS	53899617.93	23289536.17	0.00	0.00	77189154.10	1305000.00
42069	2016	6	5	3	EXECUTIVO	7397	ADMINISTRACAO DIRETA	ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS	591928.75	0.00	0.00	0.00	591928.75	30.00
42938	2016	12	5	3	EXECUTIVO	7383	FUNDOS	FUNDO ESTADUAL DE ASSISTENCIA SOCIAL	0.00	0.00	0.00	0.00	0.00	10.04
41597	2016	2	5	3	EXECUTIVO	7600	AUTARQUIAS E FUNDACOES	IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS	844858.18	0.00	0.00	454642.32	1299500.50	29489.44
41597	2016	2	5	3	EXECUTIVO	7600	AUTARQUIAS E FUNDACOES	IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS	889123.93	0.00	0.00	22959.91	912083.84	29489.44
42477	2016	8	5	3	EXECUTIVO	7416	FUNDOS	FUNDO DE ASSISTENCIA AO PECULIO DOS SERVIDORES PUBLICOS DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	1795204.82
42008	2016	4	5	3	EXECUTIVO	7367	FUNDOS	FUNDO ESTADUAL DE SAUDE	29200773.99	0.00	0.00	99189.23	29299963.22	988187.11
42008	2016	4	5	1	LEGISLATIVO	7343	ADMINISTRACAO DIRETA	ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS	60535755.49	25713141.73	209315.34	0.00	86458212.56	133029.86
42938	2016	12	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	5871.31	743432178.87	131724437.88	0.00	875162488.06	26960.94
41626	2016	3	5	3	EXECUTIVO	7397	ADMINISTRACAO DIRETA	ESCOLA DE SAUDE PUBLICA DO ESTADO DE MINAS GERAIS	567302.60	0.00	0.00	0.00	567302.60	73430.38
42538	2016	10	5	1	LEGISLATIVO	7597	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DO LEGISLATIVO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	160701.92
41626	2016	3	5	3	EXECUTIVO	7437	AUTARQUIAS E FUNDACOES	FUNDACAO DE EDUCACAO PARA O TRABALHO DE MINAS GERAIS	572198.82	0.00	0.00	0.00	572198.82	58761.78
42538	2016	10	5	3	EXECUTIVO	7367	FUNDOS	FUNDO ESTADUAL DE SAUDE	81693620.06	0.00	0.00	0.00	81693620.06	5598.95
42008	2016	4	5	2	JUDICIÁRIO	7345	ADMINISTRACAO DIRETA	TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS	243693044.58	128120388.84	13531396.23	0.00	385344829.65	6076.42
41597	2016	2	5	3	EXECUTIVO	7423	AUTARQUIAS E FUNDACOES	FUNDACAO RURAL MINEIRA	462814.53	0.00	1297.81	0.00	464112.34	2136.17
41597	2016	2	5	3	EXECUTIVO	7423	AUTARQUIAS E FUNDACOES	FUNDACAO RURAL MINEIRA	433306.29	0.00	1297.81	0.00	434604.10	2136.17
42938	2016	12	5	3	EXECUTIVO	7372	ADMINISTRACAO DIRETA	DEFENSORIA PUBLICA DO ESTADO DE MINAS GERAIS	37659544.75	12164383.35	0.00	0.00	49823928.10	2984.68
42099	2016	7	5	3	EXECUTIVO	7362	ADMINISTRACAO DIRETA	SECRETARIA DE ESTADO DE EDUCACAO	645662496.22	0.00	0.00	217415.49	645879911.71	63818.12
42538	2016	10	5	3	EXECUTIVO	7387	ADMINISTRACAO DIRETA	POLICIA CIVIL DO ESTADO DE MINAS GERAIS	239541054.02	0.00	0.00	0.00	239541054.02	9875399.56
42508	2016	9	5	2	JUDICIÁRIO	7346	FUNDOS	FUNDO ESPECIAL DO PODER JUDICIARIO DO ESTADO DE MINAS GERAIS	0.00	0.00	0.00	0.00	0.00	7656422.54
42938	2016	12	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42938	2016	12	5	3	EXECUTIVO	7415	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS	16863727.82	0.00	8800.00	0.00	16872527.82	19766030.12
41566	2016	1	5	3	EXECUTIVO	7435	AUTARQUIAS E FUNDACOES	FUNDACAO EZEQUIEL DIAS	4588975.03	0.00	0.00	189237.95	4778212.98	27491.67
42008	2016	4	5	3	EXECUTIVO	7380	FUNDOS	FUNDO DE DESENVOLVIMENTO METROPOLITANO	0.00	0.00	0.00	0.00	0.00	11581.55
42008	2016	4	5	3	EXECUTIVO	7600	AUTARQUIAS E FUNDACOES	IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS	848924.01	0.00	0.00	252362.00	1101286.01	45000.00
42477	2016	8	5	3	EXECUTIVO	7605	AUTARQUIAS E FUNDACOES	FUNDACAO CENTRO INTERNACIONAL DE EDUCACAO, CAPACITACAO E PESQUISA APLICADA EM AGUAS	143660.15	0.00	0.00	0.00	143660.15	116533.20
42508	2016	9	5	3	EXECUTIVO	7604	AUTARQUIAS E FUNDACOES	AGENCIA REGULADORA DE SERVICOS DE ABASTECIMENTO DE AGUA E DE ESGOTAMENTO SANITARIO DO ESTADO DE MINA	695914.28	0.00	0.00	0.00	695914.28	2657789.67
41626	2016	3	5	3	EXECUTIVO	7411	FUNDOS	FUNDO FINANCEIRO DE PREVIDENCIA	6139.15	642172638.84	130526518.97	0.00	772705296.96	4827553.80
42538	2016	10	5	3	EXECUTIVO	7423	AUTARQUIAS E FUNDACOES	FUNDACAO RURAL MINEIRA	833296.48	0.00	2595.62	0.00	835892.10	136.00
42008	2016	4	5	3	EXECUTIVO	7441	AUTARQUIAS E FUNDACOES	FUNDACAO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS	7931143.94	0.00	293.33	527765.53	8459202.80	30767.39
42938	2016	12	5	3	EXECUTIVO	7607	EMPRESAS DEPENDENTES	EMPRESA DE ASSISTENCIA TECNICA E EXTENSAO RURAL DO ESTADO DE MINAS GERAIS	25319559.85	0.00	0.00	0.00	25319559.85	1933307.51
42008	2016	4	5	3	EXECUTIVO	7409	ADMINISTRACAO DIRETA	EGE SEC.FAZENDA-ENCARGOS DIVERSOS	0.00	0.00	0.00	0.00	0.00	0.00
42477	2016	8	5	3	EXECUTIVO	7367	FUNDOS	FUNDO ESTADUAL DE SAUDE	28043464.96	0.00	0.00	9894.01	28053358.97	294413.15
41597	2016	2	5	4	MINISTÉRIO PÚBLICO	7350	ADMINISTRACAO DIRETA	PROCURADORIA GERAL DE JUSTICA	85990977.70	22716790.97	4746598.88	0.00	113454367.55	1633.56
41597	2016	2	5	4	MINISTÉRIO PÚBLICO	7350	ADMINISTRACAO DIRETA	PROCURADORIA GERAL DE JUSTICA	82937434.89	22924156.89	4731120.93	0.00	110592712.71	1633.56
42538	2016	10	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	15221866.86	0.00	441731.54	0.00	15663598.40	205.81
41566	2016	1	5	3	EXECUTIVO	7417	AUTARQUIAS E FUNDACOES	LOTERIA DO ESTADO DE MINAS GERAIS	177435.58	0.00	0.00	0.00	177435.58	220.52
41566	2016	1	5	3	EXECUTIVO	7422	AUTARQUIAS E FUNDACOES	INSTITUTO ESTADUAL DE FLORESTAS	5424607.71	0.00	0.00	0.00	5424607.71	8855.00
41566	2016	1	5	3	EXECUTIVO	7424	AUTARQUIAS E FUNDACOES	INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS	657261.30	0.00	101326717.62	0.00	101983978.92	19557102.64
41566	2016	1	5	3	EXECUTIVO	7438	AUTARQUIAS E FUNDACOES	DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO	8850200.62	0.00	231336.59	0.00	9081537.21	4537.72
41566	2016	1	5	3	EXECUTIVO	7595	AUTARQUIAS E FUNDACOES	INSTITUTO DE METROLOGIA E QUALIDADE DO ESTADO DE MINAS GERAIS	1059008.27	0.00	0.00	0.00	1059008.27	4190872.91
41566	2016	1	5	3	EXECUTIVO	7600	AUTARQUIAS E FUNDACOES	IMPRENSA OFICIAL DO ESTADO DE MINAS GERAIS	952698.64	0.00	0.00	0.00	952698.64	1782045.44
41566	2016	1	5	3	EXECUTIVO	7608	EMPRESAS DEPENDENTES	EMPRESA DE PESQUISA AGROPECUARIA DE MINAS GERAIS	6315508.23	0.00	0.00	0.00	6315508.23	10870.00
42069	2016	6	5	3	EXECUTIVO	7361	ADMINISTRACAO DIRETA	POLICIA MILITAR DO ESTADO DE MINAS GERAIS	376580220.86	422684373.20	0.00	0.00	799264594.06	4500.00
41597	2016	2	5	3	EXECUTIVO	7435	AUTARQUIAS E FUNDACOES	FUNDACAO EZEQUIEL DIAS	4460880.69	0.00	0.00	168636.80	4629517.49	1598.50
41597	2016	2	5	3	EXECUTIVO	7435	AUTARQUIAS E FUNDACOES	FUNDACAO EZEQUIEL DIAS	4413719.35	0.00	0.00	179241.14	4592960.49	1598.50
42069	2016	6	5	3	EXECUTIVO	7367	FUNDOS	FUNDO ESTADUAL DE SAUDE	29055231.53	0.00	0.00	30254.10	29085485.63	3871822.13
